LocationType,Location,DataType,TimeFrame,DataFormat,Data,Indicator,HousingStatus,TimeStart,TimeEnd,StatNow,StatPrevious,StatDifference
County,Kauai County,Percent,2013-2017,Percent,0.26863,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2012-2016,Percent,0.26546,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2011-2015,Percent,0.29675,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2010-2014,Percent,0.26447,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2009-2013,Percent,0.25909,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2008-2012,Percent,0.274,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2007-2011,Percent,0.25889,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2006-2010,Percent,0.21074,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2017-2021,Percent,0.20121,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2018-2022,Percent,0.18018,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2016-2020,Percent,0.32711,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2015-2019,Percent,0.32045,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2014-2018,Percent,0.34402,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2013-2017,Percent,0.33064,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2012-2016,Percent,0.33191,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2011-2015,Percent,0.32045,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2010-2014,Percent,0.32845,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2009-2013,Percent,0.30569,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2008-2012,Percent,0.27402,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2007-2011,Percent,0.27514,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2006-2010,Percent,0.28035,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2017-2021,Percent,0.33471,Percent of children in immigrant families,,,,,,
County,Maui County,Percent,2018-2022,Percent,0.32363,Percent of children in immigrant families,,,,,,
State,Hawaii,,2000,Percent,0.93647,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2001,Percent,0.94617,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2002,Percent,0.94503,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2003,Percent,0.94492,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2004,Percent,0.9407,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2005,Percent,0.9333,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2006,Percent,0.93936,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2007,Percent,0.94218,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2008,Percent,0.94031,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2013,Percent,0.96021,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2018,Percent,0.94653,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2009,Percent,0.94211,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2010,Percent,0.94493,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2015,Percent,0.94328,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2011,Percent,0.94664,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2012,Percent,0.94599,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2014,Percent,0.97286,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2016,Percent,0.94409,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2017,Percent,0.94947,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2019,Percent,0.95448,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2022,Percent,0.94434,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2021,Percent,0.9375,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2020,Percent,0.94804,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2019,Percent,0.95786,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2012,Percent,0.95292,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2014,Percent,0.97831,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2016,Percent,0.94653,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2017,Percent,0.95098,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2010,Percent,0.95647,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2015,Percent,0.95065,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2011,Percent,0.95024,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2008,Percent,0.94494,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2013,Percent,0.96448,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2018,Percent,0.9514,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2009,Percent,0.94503,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2004,Percent,0.94774,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2005,Percent,0.93151,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2006,Percent,0.94053,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2007,Percent,0.94418,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2000,Percent,0.94083,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2001,Percent,0.9477,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2002,Percent,0.95412,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2003,Percent,0.94904,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2022,Percent,0.94852,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2021,Percent,0.93636,High school seniors graduating with a diploma,,,,,,
County,C&C Honolulu,,2020,Percent,0.94944,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2002,Percent,0.91914,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2001,Percent,0.93013,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2000,Percent,0.91779,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2006,Percent,0.90268,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2005,Percent,0.93325,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2004,Percent,0.9208,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2003,Percent,0.92777,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2007,Percent,0.92518,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2013,Percent,0.94122,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2008,Percent,0.91716,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2018,Percent,0.91416,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2010,Percent,0.89934,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2009,Percent,0.91805,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2011,Percent,0.92664,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2015,Percent,0.89934,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2016,Percent,0.92666,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2014,Percent,0.94834,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2012,Percent,0.91635,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2019,Percent,0.93143,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2017,Percent,0.93268,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2022,Percent,0.90391,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2021,Percent,0.92205,High school seniors graduating with a diploma,,,,,,
County,Hawaii County,,2020,Percent,0.93689,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2017,Percent,0.96988,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2019,Percent,0.97785,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2012,Percent,0.94406,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2014,Percent,0.98525,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2016,Percent,0.94604,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2015,Percent,0.96509,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2011,Percent,0.93341,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2009,Percent,0.9326,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2010,Percent,0.94212,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2018,Percent,0.95952,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2008,Percent,0.9085,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2013,Percent,0.947,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2007,Percent,0.91424,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2003,Percent,0.9448,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2004,Percent,0.9331,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2005,Percent,0.93229,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2006,Percent,0.95547,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2000,Percent,0.94744,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2001,Percent,0.96273,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2002,Percent,0.96161,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2022,Percent,0.97089,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2021,Percent,0.9669,High school seniors graduating with a diploma,,,,,,
County,Kauai County,,2020,Percent,0.97255,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2002,Percent,0.9246,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2001,Percent,0.94965,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2000,Percent,0.93333,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2006,Percent,0.97096,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2005,Percent,0.9422,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2004,Percent,0.93308,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2003,Percent,0.94524,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2007,Percent,0.96461,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2013,Percent,0.96496,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2008,Percent,0.95855,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2018,Percent,0.94956,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2010,Percent,0.94189,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2009,Percent,0.96089,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2011,Percent,0.95676,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2015,Percent,0.94219,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2016,Percent,0.94945,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2014,Percent,0.96529,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2012,Percent,0.94264,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2019,Percent,0.95155,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2017,Percent,0.95088,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2022,Percent,0.95743,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2021,Percent,0.94713,High school seniors graduating with a diploma,,,,,,
County,Maui County,,2020,Percent,0.93773,High school seniors graduating with a diploma,,,,,,
State,Hawaii,,2014,Percent,0.07555,Percent of students who are English language learners,,,,,,
State,Hawaii,,2013,Percent,0.08091,Percent of students who are English language learners,,,,,,
State,Hawaii,,2012,Percent,0.0865,Percent of students who are English language learners,,,,,,
State,Hawaii,,2011,Percent,0.10079,Percent of students who are English language learners,,,,,,
State,Hawaii,,2010,Percent,0.10252,Percent of students who are English language learners,,,,,,
State,Hawaii,,2017,Percent,0.07502,Percent of students who are English language learners,,,,,,
State,Hawaii,,2016,Percent,0.06369,Percent of students who are English language learners,,,,,,
State,Hawaii,,2015,Percent,0.06977,Percent of students who are English language learners,,,,,,
State,Hawaii,,2018,Percent,0.086,Percent of students who are English language learners,,,,,,
State,Hawaii,,2019,Percent,0.095,Percent of students who are English language learners,,,,,,
State,Hawaii,,2022,Percent,0.101,Percent of students who are English language learners,,,,,,
State,Hawaii,,2021,Percent,0.098,Percent of students who are English language learners,,,,,,
State,Hawaii,,2020,Percent,0.099,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2014,Percent,0.07315,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2013,Percent,0.0781,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2012,Percent,0.08288,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2011,Percent,0.09851,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2010,Percent,0.10231,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2017,Percent,0.07392,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2016,Percent,0.06155,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2015,Percent,0.06789,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2018,Percent,0.08598,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2019,Percent,0.09571,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2022,Percent,0.10214,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2021,Percent,0.09734,Percent of students who are English language learners,,,,,,
County,C&C Honolulu,,2020,Percent,0.09997,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2014,Percent,0.08019,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2013,Percent,0.08447,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2012,Percent,0.0894,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2011,Percent,0.10024,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2010,Percent,0.09712,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2017,Percent,0.08068,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2016,Percent,0.06935,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2015,Percent,0.0741,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2018,Percent,0.09311,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2019,Percent,0.1,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2022,Percent,0.10786,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2021,Percent,0.10525,Percent of students who are English language learners,,,,,,
County,Hawaii County,,2020,Percent,0.10615,Percent of students who are English language learners,,,,,,
County,Kauai County,,2014,Percent,0.05608,Percent of students who are English language learners,,,,,,
County,Kauai County,,2013,Percent,0.06034,Percent of students who are English language learners,,,,,,
County,Kauai County,,2012,Percent,0.06304,Percent of students who are English language learners,,,,,,
County,Kauai County,,2011,Percent,0.07136,Percent of students who are English language learners,,,,,,
County,Kauai County,,2010,Percent,0.06858,Percent of students who are English language learners,,,,,,
County,Kauai County,,2017,Percent,0.05492,Percent of students who are English language learners,,,,,,
County,Kauai County,,2016,Percent,0.04619,Percent of students who are English language learners,,,,,,
County,Kauai County,,2015,Percent,0.05013,Percent of students who are English language learners,,,,,,
County,Kauai County,,2018,Percent,0.06076,Percent of students who are English language learners,,,,,,
County,Kauai County,,2019,Percent,0.06693,Percent of students who are English language learners,,,,,,
County,Kauai County,,2022,Percent,0.07485,Percent of students who are English language learners,,,,,,
County,Kauai County,,2021,Percent,0.06957,Percent of students who are English language learners,,,,,,
County,Kauai County,,2020,Percent,0.0717,Percent of students who are English language learners,,,,,,
County,Maui County,,2014,Percent,0.07029,Percent of students who are English language learners,,,,,,
County,Maui County,,2013,Percent,0.10143,Percent of students who are English language learners,,,,,,
County,Maui County,,2012,Percent,0.11377,Percent of students who are English language learners,,,,,,
County,Maui County,,2011,Percent,0.12687,Percent of students who are English language learners,,,,,,
County,Maui County,,2010,Percent,0.1255,Percent of students who are English language learners,,,,,,
County,Maui County,,2017,Percent,0.08344,Percent of students who are English language learners,,,,,,
County,Maui County,,2016,Percent,0.0769,Percent of students who are English language learners,,,,,,
County,Maui County,,2015,Percent,0.0843,Percent of students who are English language learners,,,,,,
County,Maui County,,2018,Percent,0.09178,Percent of students who are English language learners,,,,,,
County,Maui County,,2019,Percent,0.0999,Percent of students who are English language learners,,,,,,
County,Maui County,,2022,Percent,0.10598,Percent of students who are English language learners,,,,,,
County,Maui County,,2021,Percent,0.10709,Percent of students who are English language learners,,,,,,
County,Maui County,,2020,Percent,0.10351,Percent of students who are English language learners,,,,,,
State,Hawaii,,2014,Percent,0.09675,Percent of K-12 in special education,,,,,,
State,Hawaii,,2013,Percent,0.09815,Percent of K-12 in special education,,,,,,
State,Hawaii,,2012,Percent,0.09898,Percent of K-12 in special education,,,,,,
State,Hawaii,,2011,Percent,0.10052,Percent of K-12 in special education,,,,,,
State,Hawaii,,2010,Percent,0.10202,Percent of K-12 in special education,,,,,,
State,Hawaii,,2017,Percent,0.09819,Percent of K-12 in special education,,,,,,
State,Hawaii,,2016,Percent,0.09757,Percent of K-12 in special education,,,,,,
State,Hawaii,,2015,Percent,0.09708,Percent of K-12 in special education,,,,,,
State,Hawaii,,2018,Percent,0.09748,Percent of K-12 in special education,,,,,,
State,Hawaii,,2019,Percent,0.099,Percent of K-12 in special education,,,,,,
State,Hawaii,,2022,Percent,0.105,Percent of K-12 in special education,,,,,,
State,Hawaii,,2021,Percent,0.104,Percent of K-12 in special education,,,,,,
State,Hawaii,,2020,Percent,0.101,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2014,Percent,0.09495,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2013,Percent,0.09665,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2012,Percent,0.09767,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2011,Percent,0.09911,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2010,Percent,0.1007,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2017,Percent,0.09723,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2016,Percent,0.09623,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2015,Percent,0.09517,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2018,Percent,0.09627,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2019,Percent,0.09819,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2022,Percent,0.1043,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2021,Percent,0.10382,Percent of K-12 in special education,,,,,,
County,C&C Honolulu,,2020,Percent,0.10039,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2014,Percent,0.1141,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2013,Percent,0.11596,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2012,Percent,0.11424,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2011,Percent,0.1158,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2010,Percent,0.11664,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2017,Percent,0.10973,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2016,Percent,0.11058,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2015,Percent,0.11392,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2018,Percent,0.1097,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2019,Percent,0.11079,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2022,Percent,0.11513,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2021,Percent,0.11436,Percent of K-12 in special education,,,,,,
County,Hawaii County,,2020,Percent,0.11234,Percent of K-12 in special education,,,,,,
County,Kauai County,,2014,Percent,0.09048,Percent of K-12 in special education,,,,,,
County,Kauai County,,2013,Percent,0.09152,Percent of K-12 in special education,,,,,,
County,Kauai County,,2012,Percent,0.09065,Percent of K-12 in special education,,,,,,
County,Kauai County,,2011,Percent,0.08743,Percent of K-12 in special education,,,,,,
County,Kauai County,,2010,Percent,0.08527,Percent of K-12 in special education,,,,,,
County,Kauai County,,2017,Percent,0.08968,Percent of K-12 in special education,,,,,,
County,Kauai County,,2016,Percent,0.09173,Percent of K-12 in special education,,,,,,
County,Kauai County,,2015,Percent,0.09229,Percent of K-12 in special education,,,,,,
County,Kauai County,,2018,Percent,0.08991,Percent of K-12 in special education,,,,,,
County,Kauai County,,2019,Percent,0.09007,Percent of K-12 in special education,,,,,,
County,Kauai County,,2022,Percent,0.0985,Percent of K-12 in special education,,,,,,
County,Kauai County,,2021,Percent,0.09463,Percent of K-12 in special education,,,,,,
County,Kauai County,,2020,Percent,0.09043,Percent of K-12 in special education,,,,,,
County,Maui County,,2014,Percent,0.09517,Percent of K-12 in special education,,,,,,
County,Maui County,,2013,Percent,0.09006,Percent of K-12 in special education,,,,,,
County,Maui County,,2012,Percent,0.09283,Percent of K-12 in special education,,,,,,
County,Maui County,,2011,Percent,0.09706,Percent of K-12 in special education,,,,,,
County,Maui County,,2010,Percent,0.10024,Percent of K-12 in special education,,,,,,
County,Maui County,,2017,Percent,0.09472,Percent of K-12 in special education,,,,,,
County,Maui County,,2016,Percent,0.09352,Percent of K-12 in special education,,,,,,
County,Maui County,,2015,Percent,0.09155,Percent of K-12 in special education,,,,,,
County,Maui County,,2018,Percent,0.09405,Percent of K-12 in special education,,,,,,
County,Maui County,,2019,Percent,0.09519,Percent of K-12 in special education,,,,,,
County,Maui County,,2022,Percent,0.10629,Percent of K-12 in special education,,,,,,
County,Maui County,,2021,Percent,0.10159,Percent of K-12 in special education,,,,,,
County,Maui County,,2020,Percent,0.09852,Percent of K-12 in special education,,,,,,
State,Hawaii,Rate,2022,Rate,3.5,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2021,Rate,6,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2020,Rate,11.7,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2019,Rate,2.5,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2018,Rate,2.4,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2017,Rate,2.2,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2016,Rate,2.9,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2015,Rate,3.4,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2014,Rate,4.2,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2013,Rate,4.8,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2012,Rate,5.9,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2011,Rate,6.8,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2010,Rate,6.8,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2009,Rate,6.7,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2008,Rate,4,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2007,Rate,2.7,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2006,Rate,2.5,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2005,Rate,2.8,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2004,Rate,3.3,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2003,Rate,3.9,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2002,Rate,4,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2001,Rate,4.6,Unemployment rate (annual average),,,,,,
State,Hawaii,Rate,2000,Rate,4.2,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2022,Rate,3.5,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2021,Rate,5.6,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2020,Rate,10.3,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2019,Rate,2.4,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2018,Rate,2.3,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2017,Rate,2.1,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2016,Rate,2.7,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2015,Rate,3.2,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2014,Rate,4,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2013,Rate,4.3,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2012,Rate,5.3,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2011,Rate,5.9,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2010,Rate,5.9,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2009,Rate,5.6,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2008,Rate,3.6,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2007,Rate,2.6,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2006,Rate,2.5,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2005,Rate,2.7,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2004,Rate,3.2,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2003,Rate,3.8,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2002,Rate,3.9,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2001,Rate,4.2,Unemployment rate (annual average),,,,,,
County,C&C Honolulu,Rate,2000,Rate,4.1,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2022,Rate,3.6,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2021,Rate,5.8,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2020,Rate,11.4,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2019,Rate,3.2,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2018,Rate,2.9,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2017,Rate,2.6,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2016,Rate,3.5,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2015,Rate,4.2,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2014,Rate,5.3,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2013,Rate,6.4,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2012,Rate,8.1,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2011,Rate,9.8,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2010,Rate,9.6,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2009,Rate,9.5,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2008,Rate,5.6,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2007,Rate,3.5,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2006,Rate,3,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2005,Rate,3.4,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2004,Rate,3.9,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2003,Rate,4.7,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2002,Rate,4.6,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2001,Rate,5.1,Unemployment rate (annual average),,,,,,
County,Hawaii County,Rate,2000,Rate,5,Unemployment rate (annual average),,,,,,
County,Kauai County,Rate,2022,Rate,3.6,Unemployment rate (annual average),,,,,,
